"Número de cliente","Razón social","Tipo de documento","Número de documento","Telefono","Correo","Localidad","Partido","Provincia","Importancia","Rubro","Zona","Responsable 1","Responsable 2"
"11321","INDUSTRIA METALURGICA LARROQUE S.A.","CUIT","30709323977","0232315460032/02323599429","","LUJAN","LUJAN","BUENOS AIRES","","CILINDRO HIDRAULICO","","",""
"12066","INDUSTRIA METALURGICA PORTA SRL","CUIT","30710159862","0351-4586559","","CORDOBA","CAPITAL","CORDOBA","","","","",""
"11602","INDUSTRIA METALURGICA ROMAGNOLI S.R.L.","CUIT","","0351-4917256/4613893","","","","","","CIRCUITO HIDRAULICO","","",""
"12940","INDUSTRIA METALURGICA SUDAMERICANA S.A.C.E.I","CUIT","30502304913","152204046700","info@imsa.com.ar","","","","","","ZONA TRAFICAÑO","",""
"10266","INDUSTRIA PEDRO BUCCIERO S.R.L.","CUIT","30639592398","4769-2760/4241/6865","","","","","","","ZONA NORTE","",""
"10040","INDUSTRIA PLAS (PLA)","CUIT","33517594569","0356442-7779","","SAN FRANCISCO","SAN JUSTO","CORDOBA","","","CAPITAL FEDERAL","",""
"11564","INDUSTRIA TECNICA MECANICA SRL (INTEME)","CUIT","30711040931","4848-1314","","GENERAL SAN MARTIN ,EST.SAN MARTIN","GENERAL SAN MARTIN","BUENOS AIRES","","","ZONA NORTE","",""
"11544","INDUSTRIAL BELGRANO S.A.","CUIT","","4582-8844","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","CILINDRO HIDRAULICO","CAPITAL FEDERAL","",""
"10982","INDUSTRIAL PATRICIOS S.A.","CUIT","33707301339","4223-0404/0909/1800","indpatricios@sinectis.com","BERAZATEGUI","BERAZATEGUI","BUENOS AIRES","","","ZONA SUR","",""
"11015","INDUSTRIAL Y COMERCIAL - CASA ALBERTO A NANO S. A.","CUIT","30659913298","4653-4232/4653-2805/4653-9907","","CIUDADELA","TRES DE FEBRERO","BUENOS AIRES","","","ZONA OESTE","",""
"10869","INDUSTRIAS ARAL S.R.L.","CUIT","30618006839","0341-4653492/4630266/4660259/4632889","","ROSARIO","ROSARIO","SANTA FE","","","CAPITAL FEDERAL","",""
"10059","INDUSTRIAS ASTON","CUIT","30649035705","4769-8828 claudio cesar compras","","SAN MARTIN","CAPAYAN","CATAMARCA","","CIRCUITO HIDRAULICO","ZONA NORTE","",""
"10216","INDUSTRIAS BACO S A C I.","CUIT","30503069365","4299-1061/(03488)44-3672","","BURZACO","ALMIRANTE BROWN","BUENOS AIRES","","ESTRUCTURAL","ZONA SUR","",""
"10440","INDUSTRIAS BASC S.R.L.","CUIT","","0341-4715105/4714984","","GRANADERO BAIGORRIA","ROSARIO","SANTA FE","","CONDUIT","CAPITAL FEDERAL","",""
"12562","Industrias Bender","CUIT","","[]","","","","","","","","",""
"12551","INDUSTRIAS BENZI SRL","CUIT","30712288635","0341677-4299CEL.MATIAS","","GRANADERO BAIGORRIA","ROSARIO","SANTA FE","","","","",""
"10617","INDUSTRIAS BRAVI","CUIT","30554334993","4768-1111/0724/8163","","SAN MARTIN","CAPAYAN","CATAMARCA","","","ZONA NORTE","",""
"12267","INDUSTRIAS BRICA SAS","CUIT","30716806150","[]","","NEUQUEN","CONFLUENCIA","NEUQUEN","","CILINDRO HIDRAULICO","","",""
"10946","INDUSTRIAS BUHO DE M. A. SAAL","CUIT","20142199883","0351-4878095/4878134","","CORDOBA","CAPITAL","CORDOBA","","ESTRUCTURAL","CAPITAL FEDERAL","",""
"10355","INDUSTRIAS CARBEN S.R.L.","CUIT","30610018269","4571-9552/9454","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","CIRCUITO HIDRAULICO","CAPITAL FEDERAL","",""
"12004","INDUSTRIAS CARBONE E HIO S.R.L.","CUIT","33716512369","4912-3276","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"11984","INDUSTRIAS CORMETAL S. A.","CUIT","30560369189","03534610900/03534619170/03534619170","","VILLA MARIA","GENERAL SAN MARTIN","CORDOBA","","","","",""
"11537","INDUSTRIAS CYM SRL","CUIT","","0264-4911245","","","","","","","","",""
"10184","INDUSTRIAS DEL AUTOMOTOR S.A.C.I.","CUIT","30517286962","4734-5204","","CASEROS","TRES DE FEBRERO","BUENOS AIRES","","ESTRUCTURAL","ZONA NORTE","",""
"12283","INDUSTRIAS DEL AUTOMOTOR S.A.C.I.","CUIT","30517286962","4734-5204","","CASEROS","TRES DE FEBRERO","BUENOS AIRES","","","","",""
"11164","INDUSTRIAS DELGADO S.A.","CUIT","30555355846","4246-0090","","VILLA DOMINICO","AVELLANEDA","BUENOS AIRES","","","ZONA SUR","",""
"10386","INDUSTRIAS DICA S. R. L.","CUIT","30612112033","4639-1673/4567-2410","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"10618","INDUSTRIAS DICA S.R.L.","CUIT","","4567-24104639-1673/1897","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"12385","INDUSTRIAS DOS A S.A.","CUIT","30715484281","","","SAN JUSTO","LA MATANZA","BUENOS AIRES","","","ZONA OESTE","",""
"10619","INDUSTRIAS ED. SAL-LARI SA","CUIT","33528990989","4652-6727/9714/9494","","","","","","","ZONA TRAFICAÑO","",""
"12874","INDUSTRIAS ERCA S A","CUIT","30673882028","[]","","","","","","","","",""
"12257","INDUSTRIAS FALKRO SRL","CUIT","","4286-5528","","","","","","","","",""
"10387","INDUSTRIAS FAT S.A.","CUIT","","4709-0013/3191","","SAN MARTIN","CAPAYAN","CATAMARCA","","","ZONA NORTE","",""
"10104","INDUSTRIAS GUIDI S.A.","CUIT","33525372869","60740900","","BURZACO","ALMIRANTE BROWN","BUENOS AIRES","","CIRCUITO HIDRAULICO","ZONA SUR","",""
"11333","INDUSTRIAS HD","CUIT","","4488-2666/4657-9565","punthd@speedy.com.ar","","","","","","","",""
"10760","INDUSTRIAS ISACO S. A.","CUIT","","4768-5427/9692","","VILLA BALLESTER","GRL.SAN MARTIN","BUENOS AIRES","","","ZONA NORTE","",""
"10463","INDUSTRIAS JHON DERE ARG.","CUIT","","0341-4718000","","GRANADERO BAIGORRIA","ROSARIO","SANTA FE","","","CAPITAL FEDERAL","",""
"10036","INDUSTRIAS JUAN F. SECCO S.A.","CUIT","30501598131","(0341) 409-4000","","ROSARIO","ROSARIO","SANTA FE","","CILINDRO HIDRAULICO","CAPITAL FEDERAL","Ventas",""
"10620","INDUSTRIAS KAVLAKIAN S.A.","CUIT","","4652-0258","","","","","","","ZONA TRAFICAÑO","",""
"12994","INDUSTRIAS KISTER S.A.","CUIT","30717728439","[]","ventas@kyster.com.ar","","","","","","ZONA TRAFICAÑO","",""
"11563","INDUSTRIAS LEP","CUIT","30554441349","4260-0083","","TEMPERLEY","LOMAS DE ZAMORA","BUENOS AIRES","","","ZONA SUR","",""
"10110","INDUSTRIAS MAHELY S.A.","CUIT","30502826839","4241-4484","","LANUS","LANUS","BUENOS AIRES","","","ZONA SUR","",""
"11890","INDUSTRIAS MANG S.R.L.","CUIT","30712115099","4442-9920/4462-4139","","ALDO BONZI","MATANZA","BUENOS AIRES","","","","",""
"10306","INDUSTRIAS MARCATI S.C.A.","CUIT","30505439046","4201-3354/4201-3786/4222-7921","","AVELLANEDA","AVELLANEDA","BUENOS AIRES","","","ZONA SUR","",""
"10111","INDUSTRIAS MARO S.A.","CUIT","30661228098","4734-0750/0752","inform@maro.com.ar","CASEROS","TRES DE FEBRERO","BUENOS AIRES","","CIRCUITO HIDRAULICO","ZONA NORTE","",""
"11796","INDUSTRIAS MARTIN SA","CUIT","","4752-3989","","VILLA LYNCH ,EST.CNL.FRANCISCO LYNCH","GRL.SAN MARTIN","BUENOS AIRES","","","ZONA NORTE","",""
"11713","INDUSTRIAS MAS SRL","CUIT","30707041990","4686-2439","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","CILINDRO HIDRAULICO","CAPITAL FEDERAL","",""
"11694","INDUSTRIAS MCT SRL","CUIT","30708354836","4687-9220/4686-4801","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"11664","INDUSTRIAS MENDEZ","CUIT","30647308607","4281-8423/4296-7424","","","","","","","ZONA SUR","",""
"10117","INDUSTRIAS MERCURIO PAPAIANNI S.A","CUIT","30708079207","4653-7997/4653-7676/4488-9712","glalosevich@mpapaianni.com.ar","CIUDADELA","TRES DE FEBRERO","BUENOS AIRES","","","ZONA NORTE","",""
"12957","INDUSTRIAS METALURGICAS  HALPERIN S.A.","CUIT","30602756773","4252-4043/4301-4044","halperin@halperin.com.ar","","","","","","ZONA TRAFICAÑO","",""
"12007","INDUSTRIAS METALURGICAS CESTARI S.R.L.","CUIT","30501986301","(02473)-430490","","COLON","COLON","BUENOS AIRES","","","","",""
"11963","INDUSTRIAS METALURGICAS GENTILI S.A.","CUIT","30630276337","0261-4981824","","LUJAN DE CUYO","LUJAN DE CUYO","MENDOZA","","","","",""
"12965","INDUSTRIAS METALURGICAS JAIME S.R.L.","CUIT","30630806522","264-4289-829/264-428-1236","elago@industriasjaime.com","","","","","","ZONA TRAFICAÑO","",""
"11019","INDUSTRIAS METALURGICAS LANDER S.A.I.C.I","CUIT","30548991400","4208-3044/4208-4602","","AVELLANEDA","AVELLANEDA","BUENOS AIRES","","","ZONA SUR","",""
"12946","INDUSTRIAS METALURGICAS MG S.A.","CUIT","33662119879","02473-430261/430790","info@metalurgicasmg.com.ar","","","","","","ZONA TRAFICAÑO","",""
"10775","INDUSTRIAS MIGUENZ HNOS SRL","CUIT","30614079076","4208-7311/4228/4681","","","","","","CIRCUITO HIDRAULICO","ZONA SUR","",""
"10113","INDUSTRIAS MONTEFIORE S A I C (SOLUCIONES MRO)","CUIT","30516938133","4016-5555/4016-5510","rrhh@solucionesmro.com.ar","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","ESTRUCTURAL","CAPITAL FEDERAL","",""
"11109","INDUSTRIAS ONAM S.A.( EX CHAJA FRENOS)","CUIT","30709446254","4246-4658/4246-1091","","LANUS","LANUS","BUENOS AIRES","","","ZONA SUR","",""
"13110","INDUSTRIAS PESCE S.A.","CUIT","30521649239","(03446) 480145 / 357 / 388 / 922","info@industriaspesce.com.ar","","","","MEDIA","","ZONA TRAFICAÑO","Iglesias Gustavo",""
"10460","INDUSTRIAS PLA SA","CUIT","30683074159","(03471)45-1618/(03471)45-1655/(03471)45-0223ARIEL","","LAS ROSAS","BELGRANO","SANTA FE","","","ZONA TRAFICAÑO","",""
"11039","INDUSTRIAS PRECISION S.R.L.","CUIT","30708915250","4509-6556","","MUNRO","VICENTE LOPEZ","BUENOS AIRES","","","ZONA NORTE","",""
"13126","INDUSTRIAS PROSIL S. R. L.","CUIT","30718582993","[]","","","","","","","","",""
"12477","INDUSTRIAS QUIMICAS Y MINERAS TIMBO S.A.","CUIT","30515969213","+54113196-2516","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"10753","INDUSTRIAS RECAL DE TORREJON EDGARDO OMA","CUIT","20252486357","4652-6036/5917","inrecal@sinectis.com.ar","TABLADA","LA MATANZA","BUENOS AIRES","","","ZONA TRAFICAÑO","",""
"11460","INDUSTRIAS ROJAS S.R.L.","CUIT","30710137796","4453-3168","administracion@industriasrojas.com.ar","TABLADA","LA MATANZA","BUENOS AIRES","","","ZONA TRAFICAÑO","",""
"10621","INDUSTRIAS SAN TORO","CUIT","","4662-2680","","HURLINGHAM","MORON","BUENOS AIRES","","","ZONA OESTE","",""
"11505","INDUSTRIAS SANTA BARBARA SA (ING STA BARBARA)","CUIT","30525442027","(03865)481114","","SAN MIGUEL DE TUCUMAN ,EST.TUCUMAN","CAPITAL","TUCUMAN","","","ZONA SUR","",""
"10954","INDUSTRIAS SCHALT","CUIT","","4762-6252","","MUNRO","VICENTE LOPEZ","BUENOS AIRES","","","ZONA NORTE","",""
"11784","INDUSTRIAS SIE","CUIT","","4488-7484","","CIUDADELA","TRES DE FEBRERO","BUENOS AIRES","","","ZONA NORTE","",""
"10792","INDUSTRIAS TESI SA","CUIT","","208-3662","","AVELLANEDA","AVELLANEDA","BUENOS AIRES","","","ZONA SUR","",""
"11812","INDUSTRIAS TOMADONI S.A.","CUIT","30677127240","4653-3255","","CIUDADELA","TRES DE FEBRERO","BUENOS AIRES","","CILINDRO HIDRAULICO","ZONA TRAFICAÑO","",""
"10240","INDUSTRIAS VIAURO S. A.","CUIT","30580762790","4299-0333/1013/4078","viauro@teletel.com.ar","BURZACO","ALMIRANTE BROWN","BUENOS AIRES","","CIRCUITO HIDRAULICO","ZONA SUR","",""
"12878","INDUSTRIAS VICTOR JURI SOCIEDAD ANONIMA","CUIT","30709258733","[]","","","","","MEDIA","","ZONA TRAFICAÑO","Iglesias Gustavo",""
"10246","INDUSTRIAS WALTER","CUIT","30503912445","03471-471077/8/9","","LAS PAREJAS","BELGRANO","SANTA FE","","","CAPITAL FEDERAL","",""
"13018","INDY ARGENTINA SOCIEDAD ANONIMA","CUIT","30685746774","02320 551 090","ventas@iasapistones.com.ar","","","","","","ZONA TRAFICAÑO","",""
"11803","INFA S.A.","CUIT","30630625331","5789-8372","","PUERTO MADRYN","BIEDMA","CHUBUT","","CILINDRO HIDRAULICO","","",""
"12384","INFYA SRL","CUIT","30599549907","0341-6816000/6001/6002/6003","","SANTA FE","LA CAPITAL","SANTA FE","","","","",""
"11867","ING. ALEJANDRO PANNUNZIO S.A.","CUIT","30658502952","6209-3000","","OLIVOS","VICENTE LOPEZ","BUENOS AIRES","","CILINDRO HIDRAULICO","","",""
"11325","ING. ANTONIO J. MELE & ASOC. S.R.L.","CUIT","23085776509","4139-6050","","","","","","","","",""
"11738","ING. JORGENSEN & ASOC. S.R.L","CUIT","30631005833","4727-1700","","DON TORCUATO","TIGRE","BUENOS AIRES","","","ZONA NORTE","",""
"11255","ING. JOSE CONTRERAS Y CIA S.A.","CUIT","30604586239","4963-8282/4693-9577","","","","","","","","",""
"11531","ING. LEALES (GRUPO BUDEGUER)","CUIT","30655349355","381 453 6950 – interno 2809","recepcion@ingenioleales.com","LEALES","LEALES","TUCUMAN","","","ZONA TRAFICAÑO","",""
"11453","INGEBA","CUIT","","0291-4522092","","","","","","","","",""
"12826","INGENIERIA ALPA S.A.","CUIT","30628570228","(+5411) 4816-3312 (int 106)","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","","",""
"10024","INGENIERIA BERNOULLI S.A.","CUIT","30713463007","4792-0392","","ACASSUSO","SAN ISIDRO","BUENOS AIRES","","PARA TREFILAR","ZONA TRAFICAÑO","Recalde Mauricio",""
"13050","INGENIERIA ITEP","CUIT","30710296622","[]","","","","","NINGUNA","","","",""
"12682","INGENIERIA MINERA SA","SIN IDENTIFICAR","99909900","[]","","","","","","","","Benitez Enzo",""
"12967","INGENIERIA PRODOL S.A.","CUIT","33547655449","348-4420175","ventas@prodol.com.ar","","","","","","ZONA TRAFICAÑO","",""
"10018","INGENIERIA SIMA S.A.","CUIT","30556987846","(0299) 15 4108820","compras@sima.com.ar","NEUQUEN","CONFLUENCIA","NEUQUEN","","CONDUCCION","","Dos Santos Alejandro",""
"10515","INGENIERIA SUP SRL","CUIT","30689342066","4264-9002/4260-7875(LEONARDO)/(0261)155448572","","LANUS","LANUS","BUENOS AIRES","","GNC","ZONA SUR","",""
"12124","INGENIERIA TERRA S.A.","CUIT","30707425950","(0299)4367722/(0299)154191448","","CIPOLLETTI","GENERAL ROCA","RIO NEGRO","","CILINDRO HIDRAULICO","","",""
"12631","INGENIERIA Y CONSTRUCCIONES ALSINA S.A.","CUIT","30710681410","[]","","ENSENADA","ENSENADA","BUENOS AIRES","","","ZONA SUR","Dos Santos Alejandro",""
"12564","INGENIERO RAMON RUSSO","CUIT","","[]","","","","","","","","Dos Santos Alejandro",""
"11371","INGENIO LA ESPERANZA S A I C A G","CUIT","30501242736","(03888)42-6660","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"11615","INGENIO LA ESPERANZA S.A.","CUIT","30501242736","(03888)42-6660","","SAN PEDRO ,EST.SAN PEDRO DE JUJUY","SAN PEDRO","JUJUY","","","CAPITAL FEDERAL","",""
"11613","INGENIO LAS TOSCAS (ROMELIO SNAIDER)","CUIT","30699253517","(03482)59-4141/(03482)59-4161","","LAS TOSCAS","GENERAL OBLIGADO","SANTA FE","","","CAPITAL FEDERAL","",""
"11369","INGENIO MARAPA (GRUPO LUQUE)","CUIT","","","","","","","","","","",""
"11361","INGENIO RIO GRANDE","CUIT","30500532838","(03888)49-3160/(03888)49-3166","","LA MENDIETA","SAN PEDRO","JUJUY","","","ZONA SUR","",""
"11465","INGENIO SAN JAVIER","CUIT","","(03764)44-7905/(03764)44-7902/(03754)48-2002/(03754)48-2321","","","","","","","","",""
"11367","INGENIO SANTA BARBARA","CUIT","","","","","","","","","","",""
"12975","INGENIOS DE TUCUMAN S.A.","CUIT","30719257298","Tel: (+54 381) 455 7600","","","","","","","","",""
"11960","INGEPO S.R.L.","CUIT","30688988183","4232-1681","","","","","","","ZONA SUR","",""
"10388","INGERMA S.A.","CUIT","30584676686","4601-2900/6372","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"12746","INGESER CONSTRUCCIONES SRL","CUIT","30714570818","[]","a.dossantos","","","","","","","",""
"12958","INGESIR EMBASADORAS S.R.L.","CUIT","30701478505","341-4328379-9-341-307-0120/9-341-375-8136","ventas@ingesir.com.ar","","","","","","ZONA TRAFICAÑO","",""
"12167","INGEVAP S.R.L.","SIN IDENTIFICAR","NIT159942028","(+591)3489604/(+591)77335839","","","","","","","","",""
"12418","INGREDION (ARDION S.A.)","CUIT","33717101419","03329-48032","","","","","","","","",""
"12494","INGSER (INGENIERIA Y SERVICIOS SRL)","CUIT","30709928283","11-2030-3980","","","","","","GNC","","",""
"11857","INGYSOL","CUIT","30710916132","(0291)459-2115/(0291)459-2116","","BAHIA BLANCA","BAHIA BLANCA","BUENOS AIRES","","GNC","","Dos Santos Alejandro",""
"10625","INMEBA","CUIT","","0351-4732287","","CORDOBA","CAPITAL","CORDOBA","","","CAPITAL FEDERAL","",""
"12571","Innova","CUIT","","[]","","","","","","","","",""
"12247","INOBRECA SA","CUIT","30625116925","15-4404-3795","","","","","","","","",""
"11765","INOXIDABLES POSADAS SRL","CUIT","","0376-442-2106","","POSADAS","CAPITAL","MISIONES","","","","",""
"12959","INQUINAT S.A.","CUIT","30573417611","4844-5560","ventas@inquinat.com","","","","","","ZONA TRAFICAÑO","",""
"12561","INSOIN LA PLATA SAS","CUIT","30716520702","[]","","","","","","CONDUCCION","","Dos Santos Alejandro",""
"11276","INSTALACIONES INDUSTRIALES CORMONT SA","CUIT","30711714487","4629-2533/4481-7228/4481-4924","","ITUZAINGO","MORON","BUENOS AIRES","","","ZONA OESTE","",""
"11687","INSTALACIONES TERMICAS SA","CUIT","30687147746","4573-5270/4573-3958/4572-9120","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","GNC","CAPITAL FEDERAL","",""
"11482","INSTALACIONES TERMOMECANICAS BUENOS AIRES","CUIT","30708146362","4847-3950/4767-4282/4713-8885","","SAN MARTIN ,EST.LIB.GRL.SAN MARTIN","SAN MARTIN","MENDOZA","","","ZONA NORTE","",""
"12586","INSTALAGAS TERMOMECÁNICA S.R.L","CUIT","30716683628","[]","","","","","","","","",""
"11937","INSTALAR S.A.","CUIT","30580733316","341-4613662","","","","","","CILINDRO HIDRAULICO","","",""
"12761","INSTEC SRL","SIN IDENTIFICAR","000","[]","","","","","","","","",""
"10626","INSTRUMENTAL G.M.G.","CUIT","30561870981","4761-1802/2298","","SAN MARTIN","CAPAYAN","CATAMARCA","","","ZONA NORTE","",""
"12181","INSUMOS INDUSTRIALES VIAPA SRL","CUIT","31717129322","15-3520-8781","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"13049","INSUPETROL SRL","CUIT","30712198784","[]","","","","","","","","",""
"11415","INTACO INGENIERIA (FELTRIN FLORINDO)","CUIT","20045738222","4765-7696/15-3163-0965(LAURA)","","SAN ISIDRO","SAN ISIDRO","BUENOS AIRES","","","ZONA NORTE","",""
"11437","INTECNDT SRL","CUIT","30711376409","(0341)471-7145/(0341)422-5733","","GRANADERO BAIGORRIA","ROSARIO","SANTA FE","","","","",""
"12808","INTECO ARGENTINA S.R.L","CUIT","30686735342","[]","","","","","","","","",""
"11970","INTERCAMBIADORES ARGENTINOS SRL","CUIT","30708465077","44517188","","SAN MIGUEL","GENERAL SARMIENTO","BUENOS AIRES","","GNC","ZONA NORTE","",""
"12982","INTERLOGISTIC S.R.L.","CUIT","30709451428","4712-7330 15 2715-9999","","","","","","","ZONA TRAFICAÑO","",""
"11853","INTERMARES SRL","CUIT","30670492628","2804450502","","PUERTO MADRYN","BIEDMA","CHUBUT","","","","",""
"11303","INUMET S.A.","CUIT","30621517119","4769-1037","ventas@inumet.com.ar","","","","","CILINDRO HIDRAULICO","ZONA NORTE","",""
"12960","INVAP S.A.U.","CUIT","30585581247","294-440-9300","info@invap.com.ar","","","","","","ZONA TRAFICAÑO","",""
"12319","INVERSORA MBD S.A.","CUIT","30716121964","1532414518","","CASTELAR","MORON","BUENOS AIRES","","","ZONA OESTE","",""
"12692","INVEZTA CAIMAN S.A.","CUIT","30713883308","[]","lforconi@invezta.com.ar","","","","","PARA TREFILAR","","",""
"10627","INYECTA S.A.","CUIT","30500817859","4253-07584257-1528/1717","","QUILMES","QUILMES","BUENOS AIRES","","","ZONA SUR","",""
"10295","IPECA S.R.L.","CUIT","30632775713","4200-5934","","QUILMES","QUILMES","BUENOS AIRES","","","ZONA SUR","",""
"12382","IPH SAICF","CUIT","30516742034","4469-8100/4469-8101","","SAN MIGUEL","GENERAL SARMIENTO","BUENOS AIRES","","","ZONA NORTE","",""
"10941","IPSA S.R.L.","CUIT","","4484-0020","","TABLADA","LA MATANZA","BUENOS AIRES","","","ZONA TRAFICAÑO","",""
"13122","IR ARGENTINA","CUIT","30698860258","0351 280 1725 /","ventas@ir-argentina.com.ar","","","","MEDIA","","ZONA NORTE","Iglesias Gustavo",""
"12858","IRRI S.A","CUIT","30709781894","[]","","","","","","","","",""
"11665","ISEL UNISAGEM E MECÄNICA EM GERAL LTDA","CUIT","","31-3627-1812","","","","","","","","",""
"10200","ISMAEL F. PRADI S.R.L.","CUIT","3065867273","0341-4573593/4118224","","","","","","","","",""
"12077","ISP INSUMOS Y SERVICIOS PETROLEROS SRL","CUIT","30714794872","(0299)4435585/(0299)4434255","","NEUQUEN","CONFLUENCIA","NEUQUEN","","CILINDRO HIDRAULICO","","",""
"10265","ITAL GNC S.A.","CUIT","30692875210","4574-1213/1513","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"10454","ITALGOM S.R.L.","CUIT","","0341-4634027/5680341/5680340","","ROSARIO","ROSARIO","SANTA FE","","CONDUCCION","CAPITAL FEDERAL","",""
"11490","ITALO MASSA","CUIT","","4651-4862","","SAN JUSTO","LA MATANZA","BUENOS AIRES","","","ZONA TRAFICAÑO","",""
"11171","ITALO MASSA S.A.","CUIT","30613671664","4651-4862/4441-2656","fabrica@massa.com.ar/massa@massa.com.ar","TABLADA","LA MATANZA","BUENOS AIRES","","","ZONA TRAFICAÑO","",""
"10628","ITALOGRA S.R.L.","CUIT","30505160610","4246-7630","","LANUS","LANUS","BUENOS AIRES","","","ZONA SUR","",""
"12280","ITIKA SA","CUIT","","59176183010","","","","","","","","",""
"11754","ITOMAN S.R.L.","CUIT","30713893206","4306-1243/4304-4623","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","","",""
"12617","ITT SA - INNOVACIóN TéCNICA TOTAL S.A.","CUIT","30715261088","(+54 9 11) 5352 0000","","","","","","CONDUCCION","ZONA SUR","Dos Santos Alejandro",""
"12755","J & M SERVICIOS EN GLP Y MONTAJES INDUSTRIALES","CUIT","30715884026","[]","","","","","","","","",""
"10258","J S METALURGICA S A","CUIT","30522525657","(0341)482-5803/(0341)485-0546","jsmetalurgicasa@gmail.com","ROSARIO","ROSARIO","SANTA FE","","ESTRUCTURAL","CAPITAL FEDERAL","",""
"10202","J. C. RUAS S.A.","CUIT","33505105139","4911-3811/1116","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","CONDUCCION","CAPITAL FEDERAL","",""
"11823","JANKE LUIS ARTURO","CUIT","20119480834","(0348)15-452-0289","","BELEN DE ESCOBAR","ESCOBAR","BUENOS AIRES","","","ZONA NORTE","",""
"12457","JAVIER BELAUSTEGUIGOITIA STERNA TRADING SRL","CUIT","30715339079","","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","CILINDRO HIDRAULICO","CAPITAL FEDERAL","",""
"13051","JCR SA","CUIT","30688020715","[]","","","","","","","","",""
"10389","JEO S.A.","CUIT","30640607587","4687-8050","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"12229","JESICA GABRIELA GHIORZO","CUIT","27314102725","4441-3224","","","","","","","ZONA TRAFICAÑO","",""
"10788","JESUS LISANDRO PEREZ","CUIT","","","","","","","","","","",""
"11715","JGK ACCESORIOS SRL","CUIT","30710660715","4764-4383","","SUAREZ, JOSE LEON","GENERAL SAN MARTIN","BUENOS AIRES","","CILINDRO HIDRAULICO","ZONA NORTE","",""
"12898","JIT CALDERAS S R L","CUIT","30708404957","[]","","","","","","","","",""
"12556","JMAC SERVICIOS S.A","CUIT","30715970399","","","NEUQUEN","CONFLUENCIA","NEUQUEN","","","","",""
"10812","JOHNSON CONTROLS AUTOMOTIVE SYST","CUIT","30682402519","","","BELEN DE ESCOBAR","ESCOBAR","BUENOS AIRES","","CIRCUITO HIDRAULICO","ZONA NORTE","",""
"12186","JONATHAN VARRA","CUIT","20932137411","4712-0663","","GENERAL SAN MARTIN ,EST.SAN MARTIN","GENERAL SAN MARTIN","BUENOS AIRES","","","ZONA NORTE","",""
"11951","JORCAR (PALMISANO JORGE)","CUIT","20931823230","4629-3331","","MORON","MORON","BUENOS AIRES","","","ZONA OESTE","",""
"12143","JORGE ALBERTO BOVIO","CUIT","20116684560","","","","","","","","","",""
"11476","JORGE ARABE","CUIT","20060789453","0341-4313-798","","ROSARIO","ROSARIO","SANTA FE","","","","",""
"10214","JORGE CASAMASSA","CUIT","20127255874","0341-4568274","","ROSARIO","ROSARIO","SANTA FE","","","CAPITAL FEDERAL","",""
"10944","JORGE GARCIA","CUIT","","","","","","","","","","",""
"11634","JORGE GODNIC","CUIT","20114331822","4738-4378","","VILLA BALLESTER","GRL.SAN MARTIN","BUENOS AIRES","","CILINDRO HIDRAULICO","ZONA NORTE","",""
"11001","JORGE MATA","CUIT","","02229-442196/CEL:155009-8073","","BERAZATEGUI","BERAZATEGUI","BUENOS AIRES","","","ZONA SUR","",""
"11550","JORGE PEREZ E HIJOS","CUIT","30502442275","4206-2591","","AVELLANEDA","AVELLANEDA","BUENOS AIRES","","","ZONA SUR","",""
"10797","JORGE SEQUENZA SACIFI","CUIT","30503284460","4299-3289","","BURZACO","ALMIRANTE BROWN","BUENOS AIRES","","","ZONA SUR","",""
